date,price
2025-07-07 20:00:00,2.275084085302051
2025-07-08 20:00:00,2.3106154308712163
2025-07-09 20:00:00,2.405267395272407
2025-07-10 20:00:00,2.5456780481070833
2025-07-11 20:00:00,2.735777793849028
2025-07-12 20:00:00,2.7403085663356155
2025-07-13 20:00:00,2.836943449825265
2025-07-14 20:00:00,2.954285567242737
2025-07-15 20:00:00,2.917723690315136
2025-07-16 20:00:00,3.0408154279719146
2025-07-17 20:00:00,3.494535310837583
2025-07-18 20:00:00,3.417044710420229
2025-07-19 20:00:00,3.43091157808989
2025-07-20 20:00:00,3.455651421168503
2025-07-21 20:00:00,3.55629271011838
2025-07-22 20:00:00,3.5512409390828505
2025-07-23 20:00:00,3.1784172529582473
2025-07-24 20:00:00,3.1443151661109243
2025-07-25 20:00:00,3.1383147630505817
2025-07-26 20:00:00,3.167241692335099
2025-07-27 20:00:00,3.232752992185551
2025-07-28 20:00:00,3.1234939366799126
2025-07-29 20:00:00,3.1280707477497427
2025-07-30 20:00:00,3.0996192442543777
2025-07-31 20:00:00,3.0232512791444304
2025-08-01 20:00:00,2.9619031982658726
2025-08-02 20:00:00,2.769267387192411
2025-08-03 20:00:00,2.9486352217251337
2025-08-04 20:00:00,3.0727905982283095
2025-08-05 20:00:00,2.9649981287242557
2025-08-06 20:00:00,2.992045726720115
2025-08-07 20:00:00,3.3154332521736825
2025-08-08 20:00:00,3.288160253111489
2025-08-09 20:00:00,3.229511537620619
2025-08-10 20:00:00,3.1838901988281205
2025-08-11 20:00:00,3.1394273590070134
2025-08-12 20:00:00,3.26747236546907
2025-08-13 20:00:00,3.2866811377117644
2025-08-14 20:00:00,3.0872106726905346
2025-08-15 20:00:00,3.0773729481839958
2025-08-16 20:00:00,3.106969288649059
2025-08-17 20:00:00,3.0953855433967075
2025-08-18 20:00:00,3.060621197547626
2025-08-19 20:00:00,2.8587366392387112
2025-08-20 20:00:00,2.952309340790555
2025-08-21 20:00:00,2.8498230079250755
2025-08-22 20:00:00,3.0732747821154365
2025-08-23 20:00:00,3.0458254666203546
2025-08-24 20:00:00,3.02786808477519
2025-08-25 20:00:00,2.862667277824852
2025-08-26 20:00:00,3.011834539503525
2025-08-27 20:00:00,2.9671217194399038
2025-08-28 20:00:00,2.9671844322262273
2025-08-29 20:00:00,2.823231531748928
2025-08-30 20:00:00,2.8166293700860887
2025-08-31 20:00:00,2.776712609891609
2025-09-01 20:00:00,2.752094842681695
2025-09-02 20:00:00,2.861352340590463
2025-09-03 20:00:00,2.8440111306765328
2025-09-04 20:00:00,2.797620314598713
2025-09-05 20:00:00,2.8160947139230124
2025-09-06 20:00:00,2.8106516044524614
2025-09-07 20:00:00,2.881098102223723
2025-09-08 20:00:00,2.9693752178894965
2025-09-09 20:00:00,2.94711316566773
2025-09-10 20:00:00,2.9831115371091697
2025-09-11 20:00:00,3.042189592870322
2025-09-12 20:00:00,3.1075619727179338
2025-09-13 20:00:00,3.1226735093963653
2025-09-14 20:00:00,3.0312637323512215
2025-09-15 20:00:00,2.9940861270543375
2025-09-16 20:00:00,3.0381334165695297
2025-09-17 20:00:00,3.083983468328553
2025-09-18 20:00:00,3.0778034182571985
2025-09-19 20:00:00,2.9911678094786853
2025-09-20 20:00:00,2.9767316725840836
2025-09-21 20:00:00,2.9733496913212485
2025-09-22 20:00:00,2.851139194678168
2025-09-23 20:00:00,2.8290556379505225
2025-09-24 20:00:00,2.9285889681239876
2025-09-25 20:00:00,2.7391226387021668
2025-09-26 20:00:00,2.78626651562758
2025-09-27 20:00:00,2.8077761197607156
2025-09-28 20:00:00,2.864956739306865
2025-09-29 20:00:00,2.8820677870561946
2025-09-30 20:00:00,2.844933401817261
2025-10-01 20:00:00,2.94479751207665
2025-10-02 20:00:00,3.0371524340279654
2025-10-03 20:00:00,3.0413663901904453
2025-10-04 20:00:00,2.9697246277119143
2025-10-05 20:00:00,2.970720012302302
2025-10-06 20:00:00,2.991602626695257
2025-10-07 20:00:00,2.857057632365177
2025-10-08 20:00:00,2.8805684212620997
2025-10-09 20:00:00,2.8050759101908103
2025-10-10 20:00:00,2.3838350726730484
2025-10-11 20:00:00,2.3859045362580757
2025-10-12 20:00:00,2.5312630934147733
2025-10-13 20:00:00,2.60498951616126
2025-10-14 20:00:00,2.5061812994119887
2025-10-15 20:00:00,2.4107851679488945
2025-10-16 20:00:00,2.3252186675017006
2025-10-17 20:00:00,2.2957327819062083
2025-10-18 20:00:00,2.3596315316088416
2025-10-19 20:00:00,2.389625527633369
2025-10-20 20:00:00,2.490117031449711
2025-10-21 20:00:00,2.4235930180546776
2025-10-22 20:00:00,2.3631248548137456
2025-10-23 20:00:00,2.3942046738111324
2025-10-24 20:00:00,2.504825180033832
2025-10-25 20:00:00,2.593725390920985
2025-10-26 20:00:00,2.645881508384711
2025-10-27 20:00:00,2.6352743169545323
2025-10-28 20:00:00,2.607884184498703
2025-10-29 20:00:00,2.5521455809931615
2025-10-30 20:00:00,2.4373365011802233
2025-10-31 20:00:00,2.5081131316915473
2025-11-01 20:00:00,2.504613534721328
2025-11-02 19:00:00,2.527623366103904
2025-11-03 19:00:00,2.3075208080429306
2025-11-04 19:00:00,2.2139228610122434
2025-11-05 19:00:00,2.3468300424460398
2025-11-06 19:00:00,2.2091841302505792
2025-11-07 19:00:00,2.315839328722371
2025-11-08 19:00:00,2.2848817063829197
2025-11-09 19:00:00,2.366057070769261
2025-11-10 10:47:26,2.5268941973615315
