date,price
2025-05-14 20:00:00,2.552660064054796
2025-05-15 20:00:00,2.3780203600308965
2025-05-16 20:00:00,2.387491166631724
2025-05-17 20:00:00,2.352615765613394
2025-05-18 20:00:00,2.4178990437197814
2025-05-19 20:00:00,2.3808727609208282
2025-05-20 20:00:00,2.356578233921423
2025-05-21 20:00:00,2.4028996266349396
2025-05-22 20:00:00,2.4284164339274192
2025-05-23 20:00:00,2.2991928362328755
2025-05-24 20:00:00,2.3319094660057416
2025-05-25 20:00:00,2.3405861862412927
2025-05-26 20:00:00,2.3082922649115565
2025-05-27 20:00:00,2.3186677687774426
2025-05-28 20:00:00,2.2746048552552507
2025-05-29 20:00:00,2.2505538163676135
2025-05-30 20:00:00,2.1423194738068942
2025-05-31 20:00:00,2.177000081626197
2025-06-01 20:00:00,2.1802830722675224
2025-06-02 20:00:00,2.2004265864927537
2025-06-03 20:00:00,2.2486280245071963
2025-06-04 20:00:00,2.202322198067478
2025-06-05 20:00:00,2.0970164299223453
2025-06-06 20:00:00,2.163852346114403
2025-06-07 20:00:00,2.1779065492597427
2025-06-08 20:00:00,2.2629632981656744
2025-06-09 20:00:00,2.321075765224377
2025-06-10 20:00:00,2.305016386019404
2025-06-11 20:00:00,2.2701428874939213
2025-06-12 20:00:00,2.1954298391805
2025-06-13 20:00:00,2.148866270593598
2025-06-14 20:00:00,2.141891800480294
2025-06-15 20:00:00,2.166318490313782
2025-06-16 20:00:00,2.255537416572947
2025-06-17 20:00:00,2.1632317759396993
2025-06-18 20:00:00,2.1686830671349613
2025-06-19 20:00:00,2.166239439916603
2025-06-20 20:00:00,2.1201128146436803
2025-06-21 20:00:00,2.044379922195215
2025-06-22 20:00:00,2.013512764553698
2025-06-23 20:00:00,2.1640075102022664
2025-06-24 20:00:00,2.1890368617248566
2025-06-25 20:00:00,2.1839169388853152
2025-06-26 20:00:00,2.105597069865388
2025-06-27 20:00:00,2.140945561649059
2025-06-28 20:00:00,2.185743305637095
2025-06-29 20:00:00,2.2080779439640237
2025-06-30 20:00:00,2.2397868943055363
2025-07-01 20:00:00,2.171453605552325
2025-07-02 20:00:00,2.234339504341481
2025-07-03 20:00:00,2.2565985381225446
2025-07-04 20:00:00,2.220660517934634
2025-07-05 20:00:00,2.2177115630108464
2025-07-06 20:00:00,2.2711234551626793
