date,price
2025-07-18 20:00:00,3547.317079001209
2025-07-19 20:00:00,3594.3185010809702
2025-07-20 20:00:00,3758.605581813957
2025-07-21 20:00:00,3765.453624023574
2025-07-22 20:00:00,3746.9406687316323
2025-07-23 20:00:00,3630.053531480921
2025-07-24 20:00:00,3708.4299352383423
2025-07-25 20:00:00,3723.0529092785596
2025-07-26 20:00:00,3742.4314258659915
2025-07-27 20:00:00,3864.1248374654765
2025-07-28 20:00:00,3786.303845995956
2025-07-29 20:00:00,3788.5983716058226
2025-07-30 20:00:00,3807.4166010824188
2025-07-31 20:00:00,3696.6628530851194
2025-08-01 20:00:00,3483.1789551579504
2025-08-02 20:00:00,3397.4855484143177
2025-08-03 20:00:00,3497.573127822404
2025-08-04 20:00:00,3715.7090148550706
2025-08-05 20:00:00,3612.442432236669
2025-08-06 20:00:00,3684.0459195726726
2025-08-07 20:00:00,3911.2609462690816
2025-08-08 20:00:00,4012.97697001236
2025-08-09 20:00:00,4265.563258333516
2025-08-10 20:00:00,4253.591618951185
2025-08-11 20:00:00,4228.824213261163
2025-08-12 20:00:00,4606.809427709522
2025-08-13 20:00:00,4763.652535322159
2025-08-14 20:00:00,4554.291501538621
2025-08-15 20:00:00,4430.532465017841
2025-08-16 20:00:00,4426.826913311333
2025-08-17 20:00:00,4487.118013759226
2025-08-18 20:00:00,4317.2757573282315
2025-08-19 20:00:00,4074.495786100515
2025-08-20 20:00:00,4330.491598768078
2025-08-21 20:00:00,4224.438592580698
2025-08-22 20:00:00,4829.225541798332
2025-08-23 20:00:00,4773.884088598777
2025-08-24 20:00:00,4778.10916071381
2025-08-25 20:00:00,4381.626176071471
2025-08-26 20:00:00,4602.369685333965
2025-08-27 20:00:00,4500.1451479982325
2025-08-28 20:00:00,4507.560431032719
2025-08-29 20:00:00,4364.358521430426
2025-08-30 20:00:00,4373.360357620914
2025-08-31 20:00:00,4388.931464519364
2025-09-01 20:00:00,4303.202222745541
2025-09-02 20:00:00,4325.856306225941
2025-09-03 20:00:00,4449.8670977283255
2025-09-04 20:00:00,4298.094660544595
2025-09-05 20:00:00,4306.613513100346
2025-09-06 20:00:00,4273.110024157841
2025-09-07 20:00:00,4304.032421076036
2025-09-08 20:00:00,4309.685702772004
2025-09-09 20:00:00,4309.342746120013
2025-09-10 20:00:00,4347.476803670656
2025-09-11 20:00:00,4459.31901599882
2025-09-12 20:00:00,4708.841744149995
2025-09-13 20:00:00,4667.699652630318
2025-09-14 20:00:00,4609.786110950785
2025-09-15 20:00:00,4524.244939102515
2025-09-16 20:00:00,4504.266635522813
2025-09-17 20:00:00,4591.768794331328
2025-09-18 20:00:00,4590.6367372135155
2025-09-19 20:00:00,4470.479474009387
2025-09-20 20:00:00,4481.799472368209
2025-09-21 20:00:00,4452.87113037789
2025-09-22 20:00:00,4199.951774017639
2025-09-23 20:00:00,4166.1905498775295
2025-09-24 20:00:00,4148.65682762035
2025-09-25 20:00:00,3863.0632875907245
2025-09-26 20:00:00,4037.0979210260916
2025-09-27 20:00:00,4018.167453105732
2025-09-28 20:00:00,4141.839664086501
2025-09-29 20:00:00,4215.61278947927
2025-09-30 20:00:00,4144.230463371581
2025-10-01 20:00:00,4343.951983440489
2025-10-02 20:00:00,4484.006245909478
2025-10-03 20:00:00,4515.759068159723
2025-10-04 20:00:00,4487.706651673285
2025-10-05 20:00:00,4515.321391965295
2025-10-06 20:00:00,4689.131734746596
2025-10-07 20:00:00,4454.32846286666
2025-10-08 20:00:00,4527.578004547945
2025-10-09 20:00:00,4368.649439385323
2025-10-10 20:00:00,3835.632842050135
2025-10-11 20:00:00,3749.218185954949
2025-10-12 20:00:00,4159.729307791921
2025-10-13 20:00:00,4246.217461554773
2025-10-14 20:00:00,4128.888447033946
2025-10-15 20:00:00,3983.1544356894233
2025-10-16 20:00:00,3890.1993012479857
2025-10-17 20:00:00,3831.244175835675
2025-10-18 20:00:00,3889.4990302043157
2025-10-19 20:00:00,3985.0765644046796
2025-10-20 20:00:00,3978.7901551344357
2025-10-21 20:00:00,3877.4871979550117
2025-10-22 20:00:00,3801.7907952382916
2025-10-23 20:00:00,3855.8421162401205
2025-10-24 20:00:00,3933.232269901015
2025-10-25 20:00:00,3952.213557935584
2025-10-26 20:00:00,4161.590896249249
2025-10-27 20:00:00,4123.206220671679
2025-10-28 20:00:00,3982.3127893175442
2025-10-29 20:00:00,3897.359267616961
2025-10-30 20:00:00,3802.2953645331804
2025-10-31 20:00:00,3847.298177365196
2025-11-01 20:00:00,3872.2118961957594
2025-11-02 19:00:00,3910.0947691627284
2025-11-03 19:00:00,3600.71550248779
2025-11-04 19:00:00,3296.7437604313104
2025-11-05 19:00:00,3427.6905913706814
2025-11-06 19:00:00,3308.918164921951
2025-11-07 19:00:00,3434.3512285299594
2025-11-08 19:00:00,3401.4594003397083
2025-11-09 19:00:00,3576.2547046627064
2025-11-10 10:47:22,3550.860289718329
